47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67
307.729584;314.109772;325.066223;314.109772;338.721375;324.810883;323.813599;340.05957;311.71402;341.78421;307.80307;307.525757;327.447693;311.872284;311.872284;323.813995;324.743317;379.299408;405.545624;307.80307;307.525757
294.247162;285.262848;288.753998;285.262848;277.757172;322.599091;305.496216;325.030853;306.383118;308.196014;303.015015;308.86087;285.116974;287.522491;287.522491;335.291351;315.448212;358.951111;379.243164;303.015015;308.86087
252.560211;251.169479;246.853622;251.169479;255.316757;263.475372;266.263062;268.371735;255.827942;260.083588;257.755615;264.286804;253.136383;239.579254;239.579254;281.247101;259.152069;282.442261;303.114319;257.755615;264.286804
196.329468;191.423096;178.456085;191.423096;179.760193;243.322113;212.122284;232.968857;220.415756;210.402695;202.88652;207.48259;188.376556;170.121933;170.121933;224.506775;201.599564;261.069794;264.737122;202.88652;207.48259
155.012589;148.408813;140.863907;148.408813;132.107758;210.717148;185.02211;203.94989;195.246353;189.14888;162.436142;168.856506;141.212296;143.387894;143.387894;185.2827;170.260925;228.264282;230.901245;162.436142;168.856506
127.800209;123.381523;117.038696;123.381523;105.371452;196.428406;158.288635;176.907181;165.552826;168.109894;133.975616;141.633209;118.895912;119.06176;119.06176;161.498337;145.711823;209.832092;213.557816;133.975616;141.633209
142.505981;135.965866;135.585815;135.965866;123.636559;205.988266;176.348587;195.947891;188.508987;183.135529;149.928955;155.924286;132.019241;141.055084;141.055084;169.099625;166.533524;218.557938;221.143433;149.928955;155.924286
197.673279;190.876678;182.313385;190.876678;173.777405;244.551514;215.333984;234.833923;225.047165;213.662506;205.068573;209.121109;187.075104;184.061264;184.061264;225.885086;203.336197;259.937744;264.759796;205.068573;209.121109
233.790924;227.883362;219.11441;227.883362;216.019394;303.357056;255.062607;284.440308;266.144836;254.731277;239.520004;241.481964;228.563583;229.626526;229.626526;268.485687;238.147202;319.692169;325.392944;239.520004;241.481964
293.975311;289.324524;270.302979;289.324524;262.806915;326.749817;309.503326;329.877838;313.03595;297.423309;303.205841;309.544769;288.073029;261.755157;261.755157;338.83255;296.087738;335.199219;340.611359;303.205841;309.544769
358.819092;355.525452;337.779266;355.525452;335.289673;370.886414;357.762512;374.383606;357.254364;347.210724;362.642334;363.619568;350.66394;328.03299;328.03299;390.170959;354.972687;385.884979;393.360931;362.642334;363.619568
364.927155;365.73941;364.860474;365.73941;371.198303;352.088135;351.077515;359.821838;337.568268;336.788788;369.031342;373.910706;369.530731;344.518616;344.518616;384.406677;358.927551;381.673645;397.951263;369.031342;373.910706
351.572296;349.376801;340.805939;349.376801;346.544586;298.490112;338.55545;339.973053;327.927155;324.422363;359.458038;363.108856;355.44751;331.610474;331.610474;387.983124;353.169189;330.332977;346.054932;359.458038;363.108856
318.840302;319.923981;315.642853;319.923981;318.611572;278.776306;298.803375;307.596863;295.479736;285.085144;321.191742;320.175079;325.147614;299.687714;299.687714;328.328156;305.745361;293.032501;318.855774;321.191742;320.175079
